candidate,source,line_hash,observed_word,canonical_target_tokens,baseline_rank_at3,expanded_rank_at3,baseline_covered,expanded_covered,gain,loss,baseline_first,baseline_second,baseline_third,expanded_first,expanded_second,expanded_third,baseline_target_log_score,expanded_target_log_score,synthetic_choice_correct
beam16,blogs,d8b94205b4e463e3acb6712c34bb29ce50bea81616998757c3378b5213db15be,is,1,1,1,True,True,False,False,is,are,was,is,are,was,-1.7966670989990234,-1.7966670989990234,True
beam16,blogs,10de5abc7c66451e55ed89da1ae002d6bbf58bdba243936f6e2b965ee98643e5,part,1,0,0,True,True,False,False,kids,a,children,kids,a,children,-8.203264236450195,-8.203264236450195,True
beam16,blogs,ba41f4714915a96aea3ac9b602281e53a86138866158d649710dbc656a54730e,extreme,1,0,0,False,False,False,False,fast,a,the,fast,a,the,,,False
beam16,blogs,1756c52d10278bc9dedab79b893966116c8efbed3a4d9a079da59b6f459ac533,outside,1,0,0,True,True,False,False,in,and,on,in,and,on,-6.314065933227539,-6.314065933227539,True
beam16,blogs,85f3382d43799f1a6ba1c712bbf7cf0ef34d3177058f5237341deb6eb2ae69eb,claiming,1,0,0,False,False,False,False,from,of,that,from,of,that,,,True
beam16,blogs,af1f51f7192f69573b130a5c66364a9844269d0dd0b6ade407eedbfc01f8b0cc,epistle,2,0,0,False,False,False,False,year,great,day,year,great,day,,,True
beam16,blogs,d8baf7b071bede87cbbe9cc93df3d3fdd2111777ce11b262f89eeee65b4c1372,my,1,0,0,True,True,False,False,the,a,which,the,a,which,-4.560018539428711,-4.560018539428711,True
beam16,blogs,fffc3ef11855bcfcd00e101d44ff3688480de7354767f01c6ca1103e53769ee2,are,1,1,1,True,True,False,False,are,and,the,are,and,the,-2.860933303833008,-2.860933303833008,True
beam16,blogs,f69983bfd8e4165c1d917a607dfbb7bd0de004ef90d8f057ee4f64e53eea4c66,and,1,1,1,True,True,False,False,and,than,in,and,than,in,-2.086149215698242,-2.086149215698242,True
beam16,blogs,9f19aa95830d41aa0e9deb93b0b5a2c0408c5d8f9d0afa2c0b92b1080bc4b70e,two,1,0,0,True,True,False,False,a,been,to,a,been,to,-4.113080978393555,-4.113080978393555,True
beam16,blogs,f35b934428bd29787c1c53767ccd22ce3f4215c147c9fd0935f6c5d85594bd0c,all,1,0,0,True,True,False,False,they,and,the,they,and,the,-5.498790740966797,-5.498790740966797,True
beam16,blogs,e711ceffc20bf6dd36fabb794e24a08af8c33b2d328aa4818d38d4d3d1bc45fb,and,1,1,1,True,True,False,False,and,or,i,and,or,i,-1.8298797607421875,-1.8298797607421875,True
beam16,blogs,95c4b729a1afaf6ab68ff48d3cb2a99ee5f3c2ab440a8ba660f37d4852c25e8b,ii,1,0,0,True,True,False,False,of,time,two,of,time,two,-4.970302581787109,-4.970302581787109,True
beam16,blogs,c008f48d4c0e1c2e0313b7fd06b6cd47469636972004dba641bad3ed6a240a69,banned,1,0,0,True,True,False,False,the,a,born,the,a,born,-6.293601989746094,-6.293601989746094,True
beam16,blogs,587d53704d14ade660a2772f1b58a8cfdd595f77e7ccce5f53c1496f26f4dda3,on,1,1,1,True,True,False,False,on,or,but,on,or,but,-1.6256523132324219,-1.6256523132324219,True
beam16,blogs,94eaf8221b7435ef6a0bcdb86f22c5f2b60f79fdee50b523d7e81fb0e3419a9c,its,1,3,3,True,True,False,False,the,a,its,the,a,its,-2.4754409790039062,-2.4754409790039062,True
beam16,blogs,77e029acd350a76fc62a44dfbfe62586d3408fc7d54a73f01a53b31b52af6d5d,over,1,0,0,True,True,False,False,the,a,on,the,a,on,-4.045688629150391,-4.045688629150391,True
beam16,blogs,d95ea0cf5cfde38e6da378dca15fb8485ba77e8f6f737dccdeab9901f6aa3d50,likely,1,0,0,True,True,False,False,what,the,a,what,the,a,-4.008554458618164,-4.008554458618164,True
beam16,blogs,fa024e46893671d74b87ea2d13b88f3dfe645d820b65fb805b655df4ddac106f,then,1,0,0,True,True,False,False,and,he,i,and,he,he'd,-3.149799346923828,-3.149799346923828,True
beam16,blogs,ccb56f884f986d13d22c8815ec069c12daa2f37ef680560d393fa8ebb227b83d,it,1,3,3,True,True,False,False,a,you,it,a,you,it,-1.9301586151123047,-1.9301586151123047,True
beam16,blogs,c5aae293adce2ca2b550740a7ab6ce104fa251c8b2ba3c2f310550580f870f91,setlist,2,0,0,False,False,False,False,was,is,show,was,is,show,,,True
beam16,blogs,f0446aef03487f8e3c35484c297594dd641ade0d29901f2dd9c3b54d660d1ce4,chocolate,1,0,0,True,True,False,False,dog,dogs,air,dog,dogs,air,-3.8562374114990234,-3.8562374114990234,True
beam16,blogs,05775d3e73779310c9f132111a15b6dc9a8a0f56c320c3a41b05793932a2ce2f,take,1,0,0,True,True,False,False,solo,guitar,blues,solo,guitar,solos,-6.669925689697266,-6.669925689697266,True
beam16,blogs,87b7f5bed5438c648023bd9c282b7a5e54edff85fd8e4806bb47c477556191f5,fascinating,1,0,0,True,True,False,False,to,so,more,to,so,more,-9.22165298461914,-9.22165298461914,True
beam16,blogs,24ab6fdbedb848465ad5e42ecadb221da7195e4d097e8aeb9dbf001c2c2abf6d,stars,1,1,1,True,True,False,False,stars,angels,clouds,stars,angels,clouds,-0.14776229858398438,-0.14776229858398438,True
beam16,blogs,10a830329df563493f7440fa29a3f704e0447d4ca78c227282d5606727473c02,and,1,2,2,True,True,False,False,at,and,in,at,and,in,-1.8244400024414062,-1.8244400024414062,True
beam16,blogs,7241db4e019e254a5f300e960905fcab19f76e353adec2b1d489b7a7befe7d4e,or,1,0,0,True,True,False,False,and,i,when,and,i,when,-3.7388763427734375,-3.7388763427734375,True
beam16,blogs,de344edc36956cf55aab3e4b40aff22fde63cb173aca1987ac73246c5f4128f1,and,1,1,1,True,True,False,False,and,in,raising,and,in,raising,-1.40789794921875,-1.40789794921875,True
beam16,blogs,f14414b2c0349d4f90894628ac44f3ca3ac4a50ca05675204086234561b50dbf,in,1,2,2,True,True,False,False,a,in,the,a,in,the,-2.522878646850586,-2.522878646850586,True
beam16,blogs,c0aefb9f82628fdfb9e59ba40cf4270ebd0f5fcc887edac07fe25d6e5ef51aad,what,1,0,0,True,True,False,False,like,funny,weird,like,funny,weird,-4.251701354980469,-4.251701354980469,True
beam16,blogs,e9fcfc06253d35ffdf762372049a7990574f330a875e6fbacb345634e8578561,explicable,2,0,0,False,False,False,False,more,a,far,more,a,far,,,True
beam16,blogs,f41b250bbe028a98115b4dd45af6463aa9dcbe2e9895616396f7c9dc8d9d8203,when,1,1,1,True,True,False,False,when,for,to,when,for,to,-1.60888671875,-1.60888671875,True
beam16,blogs,3abd6e938b6a8108bda7bd60fbd3b9fb6e7f89e19d53b22690b91f7c82c763dc,is,1,0,0,True,True,False,False,and,said,but,and,said,but,-4.414262771606445,-4.414262771606445,True
beam16,blogs,ba811aafa5a32649807f67feb4b6d5f73f72cd96ff1b39733049508c4d4971a1,which,1,0,0,True,True,False,False,as,and,i,as,and,i,-5.693706512451172,-5.693706512451172,True
beam16,blogs,8ddc52bbe6b0b4845be959b6d98a6895b09571e6c9770fa1e230ff6c7e81ddc7,little,1,0,0,True,True,False,False,other,rest,last,other,rest,last,-5.899454116821289,-5.899454116821289,True
beam16,blogs,8270f55522127f9af15dc68189b65bdbf9ba7fdd964b1279c385dd40b9e2aa22,they,1,1,1,True,True,False,False,they,i,their,they,i,their,-1.0573844909667969,-1.0573844909667969,True
beam16,blogs,877ac971e040d4fc5531d99a5fd75af8cb6537f990a33b3281dc360d70f865ec,got,1,0,0,True,True,False,False,been,happened,come,been,happened,come,-5.62812614440918,-5.62812614440918,True
beam16,blogs,b2e0582f96a000b32944479ab1152097727126ea9511adabf7326e47b644c5dc,wonderful,1,0,0,True,True,False,False,good,great,lot,good,great,lot,-5.226295471191406,-5.226295471191406,True
beam16,blogs,410f94d42634d6ffca557ea2393c2d266adfd8b31183782873c0ccdff2195e8e,of,1,1,1,True,True,False,False,of,with,are,of,with,are,-0.060184478759765625,-0.060184478759765625,True
beam16,blogs,c93ba8772209a86d8865db8d3d558a14cfafc5f1b32e58469e43abf0a1abc0c8,her,1,0,0,True,True,False,False,his,a,me,his,a,me,-3.858896255493164,-3.858896255493164,True
beam16,blogs,fb1dd706bc0e68363ac1bde2c4e55adf876414a5577d3d735bd192339a48cd69,key,1,0,0,True,True,False,False,things,most,reasons,things,most,reasons,-4.715320587158203,-4.715320587158203,True
beam16,blogs,6cbc5ce4fadd20d1fd6a143219d7793d57472304cc88ec613fc8f2ce636351d4,some,1,3,3,True,True,False,False,a,coffee,some,a,coffee,some,-2.6281604766845703,-2.6281604766845703,True
beam16,blogs,303e70c2a9c6bdbbb897472621ef4c5825537d3ddb075c01dc91c6d0cb1b2d16,who,1,1,1,True,True,False,False,who,is,that,who,is,that,-1.731781005859375,-1.731781005859375,True
beam16,blogs,579f5e18470ce6071a9bbc3493b9d853b74ae1280e3291422e56f22613c76a1b,us,1,0,0,True,True,False,False,a,me,such,a,me,such,-3.3299636840820312,-3.3299636840820312,True
beam16,blogs,eb55dc500125ee1acccc01f2b5f63a592f1c76ca13ac662f556205cfb258be2c,and,1,1,1,True,True,False,False,and,to,make,and,to,make,-0.7070693969726562,-0.7070693969726562,True
beam16,blogs,9387c1337ba42b16dafc1e294e671d32e87f62a06ee4483c35360a4d01348692,the,1,1,1,True,True,False,False,the,a,really,the,a,really,-2.3610610961914062,-2.3610610961914062,True
beam16,blogs,ad7a56a88848256ba801abd9b573903da183440a5869802a61d2acb593f5cad5,long,1,1,1,True,True,False,False,long,very,lot,long,very,lot,-0.18518447875976562,-0.18518447875976562,True
beam16,blogs,02e2192df7add4516fb8a23674c5397d05fc754ad768e20ea72fb47722d07c89,framework,1,3,3,True,True,False,False,plan,strategy,framework,plan,strategy,framework,-2.3832454681396484,-2.3832454681396484,True
beam16,blogs,29a14c98d2512274c10dae016534049f67510c79b0145a9ffb5ddbb72e188525,yahoo,1,0,0,False,False,False,False,i,and,he,i,and,he,,,True
beam16,blogs,1f15ef8427cef189161d524979a63fa4d18220368677b335658dc24b87c32793,the,1,1,1,True,True,False,False,the,your,of,the,your,of,-1.463409423828125,-1.463409423828125,True
beam16,blogs,a761d465d5b6faeb8f165fdc67b0ca326c38d5f6cfdecce646c10df170e85f51,group,1,0,0,True,True,False,False,of,person,guy,of,person,guy,-7.073087692260742,-7.073087692260742,True
beam16,blogs,469ee13997509ef789211d3fc57e8d15831e8b9180ca6b1ce32f0664a190fa09,and,1,2,2,True,True,False,False,or,and,as,or,and,as,-1.2821311950683594,-1.2821311950683594,True
beam16,blogs,2704d13935de7b7adbf715f8da18166755dfe8b9253ef2f92401f0e6716c3ef4,am,1,0,0,True,True,False,False,the,a,my,the,a,my,-9.91085433959961,-9.91085433959961,False
beam16,blogs,fa6d54a12a6812285d1bdb88b3efb3a124ac1b63e11778a2fee45ace83e22f13,done,1,0,0,False,False,False,False,nice,hard,a,nice,hard,a,,,False
beam16,blogs,8e9252819a4d845348f0900f09d7133e08458a47f7d15fd297db7f5670a353d4,mostly,1,0,0,True,True,False,False,for,the,to,for,the,to,-9.910009384155273,-9.910009384155273,True
beam16,blogs,b01974105dcfa51709922d7cafc2dd951802f4b72a1dfba82ff1300a885865e8,jew,1,0,0,True,True,False,False,brand,new,whole,brand,new,whole,-7.411245346069336,-7.411245346069336,True
beam16,blogs,8b46325fc786cee2212a32bb6e1145ef1d3b08ed033132f55bf7762e47b1918b,famm,2,0,0,False,False,False,False,to,by,with,to,by,with,,,True
beam16,blogs,92c8df1ccaa971477f237abd402518278dcd455fd3561b5669a42dd2982f33bd,away,1,2,2,True,True,False,False,gone,away,in,gone,away,in,-1.6358909606933594,-1.6358909606933594,True
beam16,blogs,1e6bad1087c39e9c10113302c2dac59adae4bae16ac9fca2cd0c9f230d4bbc0b,i,1,1,1,True,True,False,False,i,a,what,i,a,what,-0.315582275390625,-0.315582275390625,True
beam16,blogs,248e5468347a8b36dc28734c5066913a78271bd7cf13d3804fe714b079eecaea,sheet,1,0,0,True,True,False,False,pans,soda,powder,pans,soda,powder,-3.4905853271484375,-3.4905853271484375,True
beam16,blogs,99ea3e4ed1dd651f8dd08b8ffcd46e4b7b596133d235939598015452ea14a85f,herself,1,1,1,True,True,False,False,herself,her,up,herself,her,up,-1.1769256591796875,-1.1769256591796875,True
beam16,blogs,da9992f51b95467b41b1c5791938c2b17969b6e1668b0e131c4ea9426e914594,scheduling,1,1,1,True,True,False,False,scheduling,booking,bookings,scheduling,booking,bookings,-0.3839302062988281,-0.3839302062988281,True
beam16,blogs,5eb1001ff7b61d9fee8e3a58fb481da2e10c8d1578a9c7bee19c7c37c61095e0,for,1,1,1,True,True,False,False,for,in,myself,for,in,myself,-0.8368682861328125,-0.8368682861328125,True
beam16,blogs,91212c58b2309c14c2730d822916f2a98964e390c5a196ad3d18863f9ac958a9,prophet,1,0,0,True,True,False,False,a,an,he,a,an,he,-8.448867797851562,-8.448867797851562,True
beam16,blogs,b5a8a88e925964a215faa01263ea15ee6358a3c1bc12ce00278526d9be30e81e,to,1,1,1,True,True,False,False,to,the,my,to,the,my,-0.016216278076171875,-0.016216278076171875,True
beam16,blogs,1ccf3af9bee3c4ced74dec9cf21df65cacb2b2cdbbc9022cf337133419e9966f,will,1,0,0,True,True,False,False,is,was,said,is,was,said,-5.134923934936523,-5.134923934936523,True
beam16,blogs,335c1465892722fcf607ea8f67e41b7fe7fa17e45f83e3b7042963af422adadd,in,1,3,3,True,True,False,False,at,anywhere,in,at,anywhere,in,-1.7288398742675781,-1.7288398742675781,False
beam16,blogs,2fa47d44e2136147ac88e4e5934d62fb526396db3dfa08a23c47bd992c2ec349,sarah,2,0,0,False,False,False,False,them,themselves,the,them,themselves,the,,,True
