candidate,source,line_hash,observed_word,canonical_target_tokens,baseline_rank_at3,expanded_rank_at3,baseline_covered,expanded_covered,gain,loss,baseline_first,baseline_second,baseline_third,expanded_first,expanded_second,expanded_third,baseline_target_log_score,expanded_target_log_score,synthetic_choice_correct
beam64,blogs,6fda27b4519c3b1f949aa789fafd4633a2f4715428108f635f869b6f6abb47e4,jake's,3,0,0,False,False,False,False,our,my,the,our,my,the,,,True
beam16,blogs,8e31aa2486bd2af28e15adf7c3e90c3c5b00791a9a32397ade5784dc34970532,were,1,2,2,True,True,False,False,of,were,are,of,were,are,-2.1425914764404297,-2.1425914764404297,True
beam64,blogs,8e31aa2486bd2af28e15adf7c3e90c3c5b00791a9a32397ade5784dc34970532,were,1,2,2,True,True,False,False,of,were,are,of,were,are,-2.1425914764404297,-2.1425914764404297,True
beam16,blogs,7d7f9e354d8330b014d1ef7c7cb1d9701045bc373464c2dff27577df2203228f,be,1,0,0,True,True,False,False,and,patience,courage,and,patience,courage,-7.016042709350586,-7.016042709350586,True
beam64,blogs,7d7f9e354d8330b014d1ef7c7cb1d9701045bc373464c2dff27577df2203228f,be,1,0,0,True,True,False,False,and,patience,courage,and,patience,courage,-7.016042709350586,-7.016042709350586,True
beam16,blogs,32cd52cb54a0a85df0b971cd8c0dec12b0e8fca77376c9ed9eed5d52992e76d9,espresso,1,0,0,False,False,False,False,family,i,and,family,i,and,,,True
beam64,blogs,32cd52cb54a0a85df0b971cd8c0dec12b0e8fca77376c9ed9eed5d52992e76d9,espresso,1,0,0,False,False,False,False,family,i,and,family,i,and,,,True
beam16,blogs,3f11bb930af28be6636d3b7d33c9d93c16b75c68d23c735cac8a5f410b6e3565,until,1,0,0,True,True,False,False,and,but,the,and,but,the,-5.139888763427734,-5.139888763427734,True
beam64,blogs,3f11bb930af28be6636d3b7d33c9d93c16b75c68d23c735cac8a5f410b6e3565,until,1,0,0,True,True,False,False,and,but,the,and,but,the,-5.139888763427734,-5.139888763427734,True
beam16,blogs,c3c80837aa0856c9606e04dcab979b22143dbe7815d5c469b05d365064138398,author,1,0,0,True,True,False,False,is,was,said,is,was,said,-7.469745635986328,-7.469745635986328,True
beam64,blogs,c3c80837aa0856c9606e04dcab979b22143dbe7815d5c469b05d365064138398,author,1,0,0,True,True,False,False,is,was,said,is,was,said,-7.469745635986328,-7.469745635986328,True
beam16,blogs,f9c18fac0730e3adf3d480213575a4cbb220eb2947050930de7197229981d9fd,wine,1,1,1,True,True,False,False,wine,champagne,red,wine,champagne,red,-0.5122566223144531,-0.5122566223144531,True
beam64,blogs,f9c18fac0730e3adf3d480213575a4cbb220eb2947050930de7197229981d9fd,wine,1,1,1,True,True,False,False,wine,champagne,red,wine,champagne,red,-0.5122566223144531,-0.5122566223144531,True
beam16,blogs,3de6e4df992e71eb825eca79e7a59069fc50a064448f89979e471bcc3c22ba75,man,1,3,3,True,True,False,False,the,a,man,the,a,man,-4.777252197265625,-4.777252197265625,True
beam64,blogs,3de6e4df992e71eb825eca79e7a59069fc50a064448f89979e471bcc3c22ba75,man,1,3,3,True,True,False,False,the,a,man,the,a,man,-4.777252197265625,-4.777252197265625,True
beam16,blogs,cd672f6d7025d9ad0026cbba9bb3fe3ed6e71093ac88175f8ac2bc4e94f32a5a,cream,1,1,1,True,True,False,False,cream,creams,and,cream,creams,and,-0.05889129638671875,-0.05889129638671875,True
beam64,blogs,cd672f6d7025d9ad0026cbba9bb3fe3ed6e71093ac88175f8ac2bc4e94f32a5a,cream,1,1,1,True,True,False,False,cream,creams,and,cream,creams,and,-0.05889129638671875,-0.05889129638671875,True
beam16,blogs,ffffbefc9a109669ff1a3ad2756ffb1b534daee5f90fa1162e36b37538116f43,queen,1,0,0,False,False,False,False,rain,in,that,rain,in,that,,,True
beam64,blogs,ffffbefc9a109669ff1a3ad2756ffb1b534daee5f90fa1162e36b37538116f43,queen,1,0,0,False,False,False,False,rain,in,that,rain,in,that,,,True
beam16,blogs,bf42c863d826b55a8070e1b8271fe6f2e04ddbc417207c1f1eb541701a91196f,that,1,1,1,True,True,False,False,that,of,to,that,of,to,-0.9852371215820312,-0.9852371215820312,True
beam64,blogs,bf42c863d826b55a8070e1b8271fe6f2e04ddbc417207c1f1eb541701a91196f,that,1,1,1,True,True,False,False,that,of,to,that,of,to,-0.9852371215820312,-0.9852371215820312,True
beam16,blogs,d67f3e27829d44de0441ec7eed10ea7e2c56c932e9f84f5bd174bd098965c994,license,1,0,0,False,False,False,False,smoke,choice,hot,smoke,choice,hot,,,False
beam64,blogs,d67f3e27829d44de0441ec7eed10ea7e2c56c932e9f84f5bd174bd098965c994,license,1,0,0,False,False,False,False,smoke,choice,hot,smoke,choice,hot,,,False
beam16,blogs,0989b5237eb48e59cad83dca5762b211d7ce5641230183f24ce883fe76205abd,our,1,1,1,True,True,False,False,our,life,the,our,life,the,-0.4268836975097656,-0.4268836975097656,True
beam64,blogs,0989b5237eb48e59cad83dca5762b211d7ce5641230183f24ce883fe76205abd,our,1,1,1,True,True,False,False,our,life,the,our,life,the,-0.4268836975097656,-0.4268836975097656,True
beam16,blogs,5cd9b83ec4ed2b0d02e2007d2c0408dba6b5ac9fc94263f469660eb274c34f1b,little,1,0,0,True,True,False,False,me,the,sunday,me,the,sunday,-5.270534515380859,-5.270534515380859,True
beam64,blogs,5cd9b83ec4ed2b0d02e2007d2c0408dba6b5ac9fc94263f469660eb274c34f1b,little,1,0,0,True,True,False,False,me,the,sunday,me,the,sunday,-5.270534515380859,-5.270534515380859,True
beam16,blogs,dce1fad10ecb15835e20e771fa9582bbfa84509f2029a76bc26617a09e82b6b4,be,1,1,1,True,True,False,False,be,mean,refer,be,mean,refer,-0.050136566162109375,-0.050136566162109375,True
beam64,blogs,dce1fad10ecb15835e20e771fa9582bbfa84509f2029a76bc26617a09e82b6b4,be,1,1,1,True,True,False,False,be,mean,refer,be,mean,refer,-0.050136566162109375,-0.050136566162109375,True
beam16,blogs,cf963c65aa4e6aec5caff27f73e21a65cd1c496deca38dead971f519caa4a10f,he,1,0,0,True,True,False,False,in,i,and,in,i,and,-3.3887672424316406,-3.3887672424316406,True
beam64,blogs,cf963c65aa4e6aec5caff27f73e21a65cd1c496deca38dead971f519caa4a10f,he,1,0,0,True,True,False,False,in,i,and,in,i,and,-3.3887672424316406,-3.3887672424316406,True
beam16,blogs,eb9f5bb77c9a3c3e31f269b25b42f96b69b7430186e38f0867f9015ccaa73417,benefit,1,0,0,False,False,False,False,only,peace,essence,only,peace,essence,,,True
beam64,blogs,eb9f5bb77c9a3c3e31f269b25b42f96b69b7430186e38f0867f9015ccaa73417,benefit,1,0,0,False,False,False,False,only,peace,essence,only,peace,essence,,,True
beam16,blogs,bd8985b74110ad26e2fc4ca3546ed2b4395d03a592c0585c2d7de7e26f1fab49,a,1,0,0,True,True,False,False,by,in,through,by,in,through,-6.881801605224609,-6.881801605224609,True
beam64,blogs,bd8985b74110ad26e2fc4ca3546ed2b4395d03a592c0585c2d7de7e26f1fab49,a,1,0,0,True,True,False,False,by,in,through,by,in,through,-6.881801605224609,-6.881801605224609,True
beam16,blogs,7cc50f2dcfa90fef70167174027dcc0a2745896138b6bca25927ca90a44949c9,got,1,0,0,True,True,False,False,took,walked,went,didn't,took,walked,-4.568286895751953,-4.568286895751953,True
beam64,blogs,7cc50f2dcfa90fef70167174027dcc0a2745896138b6bca25927ca90a44949c9,got,1,0,0,True,True,False,False,took,walked,went,didn't,took,walked,-4.568286895751953,-4.568286895751953,True
beam16,blogs,1c5951e89a7e0d1267c533d6451876a1334d82fe301be34c567c2f0ab8d99491,to,1,1,1,True,True,False,False,to,a,you,to,a,you,-0.16351699829101562,-0.16351699829101562,True
beam64,blogs,1c5951e89a7e0d1267c533d6451876a1334d82fe301be34c567c2f0ab8d99491,to,1,1,1,True,True,False,False,to,a,you,to,a,you,-0.16351699829101562,-0.16351699829101562,True
beam16,blogs,b25f994e529814b9fdf2bb21c64f49575041399a9bbcac0b4eea0554023236f1,coffee,1,0,0,False,False,False,False,the,a,they,the,a,they,,,True
beam64,blogs,b25f994e529814b9fdf2bb21c64f49575041399a9bbcac0b4eea0554023236f1,coffee,1,0,0,False,False,False,False,the,a,they,the,a,they,,,True
beam16,blogs,7a3925616ed56a8b85d5847676ae5aa6555e924f9eafdd9a0c743f1a2e30b300,alone,1,0,0,True,True,False,False,the,a,not,the,a,not,-6.703899383544922,-6.703899383544922,True
beam64,blogs,7a3925616ed56a8b85d5847676ae5aa6555e924f9eafdd9a0c743f1a2e30b300,alone,1,0,0,True,True,False,False,the,a,not,the,a,not,-6.703899383544922,-6.703899383544922,True
beam16,blogs,7ed840123b75f79024bc8d1dc218fd0f321c243a4f61574d890d2d41b9ef8f5c,breakdown,1,0,0,False,False,False,False,for,and,set,for,and,set,,,True
beam64,blogs,7ed840123b75f79024bc8d1dc218fd0f321c243a4f61574d890d2d41b9ef8f5c,breakdown,1,0,0,False,False,False,False,for,and,set,for,and,set,,,True
beam16,blogs,352c4a5237c0f7936acfceaf5fcb6ad851c1ec3bec851f002f8f2afc631ec909,pieces,1,0,0,False,False,False,False,is,and,time,is,and,time,,,True
beam64,blogs,352c4a5237c0f7936acfceaf5fcb6ad851c1ec3bec851f002f8f2afc631ec909,pieces,1,0,0,False,False,False,False,is,and,time,is,and,time,,,True
beam16,blogs,d2060adc06b000c7a152cb9ebd9c97fc8482baccbb7d26a051b8c99ecedb0020,surely,1,0,0,False,False,False,False,come,are,in,come,are,in,,,False
beam64,blogs,d2060adc06b000c7a152cb9ebd9c97fc8482baccbb7d26a051b8c99ecedb0020,surely,1,0,0,False,False,False,False,come,are,in,come,are,in,,,False
beam16,blogs,48a8a3b3ef24a02d736f34936f68558dd17258253c096871ec4c33fd0feda660,what,1,0,0,True,True,False,False,is,the,of,is,the,of,-8.135173797607422,-8.135173797607422,True
beam64,blogs,48a8a3b3ef24a02d736f34936f68558dd17258253c096871ec4c33fd0feda660,what,1,0,0,True,True,False,False,is,the,of,is,the,of,-8.135173797607422,-8.135173797607422,True
beam16,blogs,19d04f212bb0c9a83fc08d9844cccf7fa83000c4c8f5d5bf0bacd5a1bfdbcfe1,catch,1,0,0,False,False,False,False,in,important,on,in,important,on,,,True
beam64,blogs,19d04f212bb0c9a83fc08d9844cccf7fa83000c4c8f5d5bf0bacd5a1bfdbcfe1,catch,1,0,0,False,False,False,False,in,important,on,in,important,on,,,True
beam16,blogs,7cc7aa0a9cd8c2f9e0ad4e8bdde615c25d284ba8b1ce1e13bc16ad6ea987bf57,my,1,2,2,True,True,False,False,this,my,the,this,my,the,-2.66162109375,-2.66162109375,True
beam64,blogs,7cc7aa0a9cd8c2f9e0ad4e8bdde615c25d284ba8b1ce1e13bc16ad6ea987bf57,my,1,2,2,True,True,False,False,this,my,the,this,my,the,-2.66162109375,-2.66162109375,True
beam16,blogs,8af68e87d85431bd6bc7a862171855c16c0791857530d46d4dfec1deddc23696,tin,1,0,0,False,False,False,False,is,the,of,is,the,of,,,True
beam64,blogs,8af68e87d85431bd6bc7a862171855c16c0791857530d46d4dfec1deddc23696,tin,1,0,0,False,False,False,False,is,the,of,is,the,of,,,True
beam16,blogs,f4f91a0016cfe63d6bc462744ca56478e36afc5c906dfa42905d004ead7ac90a,arab,1,2,0,True,True,False,True,indian,arab,american,egyptian,iranian,indian,-3.2891769409179688,-3.2891769409179688,True
beam64,blogs,f4f91a0016cfe63d6bc462744ca56478e36afc5c906dfa42905d004ead7ac90a,arab,1,2,0,True,True,False,True,indian,arab,american,egyptian,iranian,indian,-3.2891769409179688,-3.2891769409179688,True
beam16,blogs,d5054b72c01dd6e1d22489654daa3ef8d380be567c39326fe54107968958b2e0,had,1,2,2,True,True,False,False,were,had,did,were,had,didn't,-2.8395023345947266,-2.8395023345947266,True
beam64,blogs,d5054b72c01dd6e1d22489654daa3ef8d380be567c39326fe54107968958b2e0,had,1,2,2,True,True,False,False,were,had,did,were,had,didn't,-2.8395023345947266,-2.8395023345947266,True
beam16,blogs,bb30fe263c00366818d0e6d06bfd8e9569b764d3ccb1384e3a002358c31381ae,enough,1,1,1,True,True,False,False,enough,highly,too,enough,highly,too,-0.2050323486328125,-0.2050323486328125,True
beam64,blogs,bb30fe263c00366818d0e6d06bfd8e9569b764d3ccb1384e3a002358c31381ae,enough,1,1,1,True,True,False,False,enough,highly,too,enough,highly,too,-0.2050323486328125,-0.2050323486328125,True
beam16,blogs,d267074911573a6de4266cd018b5ff9d916c188df7e0bc04617ed99ed72e7548,way,1,1,1,True,True,False,False,way,thing,of,way,thing,of,-2.7828311920166016,-2.7828311920166016,True
beam64,blogs,d267074911573a6de4266cd018b5ff9d916c188df7e0bc04617ed99ed72e7548,way,1,1,1,True,True,False,False,way,thing,of,way,thing,of,-2.7828311920166016,-2.7828311920166016,True
beam16,blogs,289ecbb05bd1df116b388dfce818a704ce3b45504536e71478dbb35484478a89,didn't,2,1,1,True,True,False,False,didn't,happened,never,didn't,happened,never,-0.6754875183105469,-0.6754875183105469,True
beam64,blogs,289ecbb05bd1df116b388dfce818a704ce3b45504536e71478dbb35484478a89,didn't,2,1,1,True,True,False,False,didn't,happened,never,didn't,happened,never,-0.6754875183105469,-0.6754875183105469,True
beam16,blogs,27b71126ec92112afb54eb000137182029bfcd0ebc3d6dbd6cd6d9483e3a4234,make,1,0,0,True,True,False,False,the,a,i,the,a,i,-8.045360565185547,-8.045360565185547,True
beam64,blogs,27b71126ec92112afb54eb000137182029bfcd0ebc3d6dbd6cd6d9483e3a4234,make,1,0,0,True,True,False,False,the,a,i,the,a,i,-8.045360565185547,-8.045360565185547,True
beam16,blogs,ddede43370fa553ae2705c278f52107fabdba65412378756953c6d27913bcf0a,dead,1,0,0,True,True,False,False,a,the,one,a,the,one,-5.900785446166992,-5.900785446166992,True
beam64,blogs,ddede43370fa553ae2705c278f52107fabdba65412378756953c6d27913bcf0a,dead,1,0,0,True,True,False,False,a,the,one,a,the,one,-5.900785446166992,-5.900785446166992,True
beam16,blogs,5918f37fca3c7089c9f83756790ef55fa02549c3383a53e67e7ec28401bb412b,your,1,3,3,True,True,False,False,to,the,your,to,the,your,-1.8706016540527344,-1.8706016540527344,True
beam64,blogs,5918f37fca3c7089c9f83756790ef55fa02549c3383a53e67e7ec28401bb412b,your,1,3,3,True,True,False,False,to,the,your,to,the,your,-1.8706016540527344,-1.8706016540527344,True
beam16,blogs,2a2c45f7d25bf1f3be66a95a02a88f42d3b03e2016e5bce15e735cc9c26910a8,excited,1,1,1,True,True,False,False,excited,looking,happy,excited,looking,happy,-0.3486213684082031,-0.3486213684082031,True
beam64,blogs,2a2c45f7d25bf1f3be66a95a02a88f42d3b03e2016e5bce15e735cc9c26910a8,excited,1,1,1,True,True,False,False,excited,looking,happy,excited,looking,happy,-0.3486213684082031,-0.3486213684082031,True
beam16,blogs,1b318a52a1fc587e9425cc21811759c771ea51381d41a018d6a4bd3d02cc45ae,that,1,1,1,True,True,False,False,that,even,who,that,even,who,-1.72003173828125,-1.72003173828125,True
beam64,blogs,1b318a52a1fc587e9425cc21811759c771ea51381d41a018d6a4bd3d02cc45ae,that,1,1,1,True,True,False,False,that,even,who,that,even,who,-1.72003173828125,-1.72003173828125,True
beam16,blogs,580589c89a508ed2f4b1766886ba623bec667f18bbb282189b3d36ecd412209c,gorgeous,1,0,0,True,True,False,False,just,the,a,just,the,a,-5.722095489501953,-5.722095489501953,True
beam64,blogs,580589c89a508ed2f4b1766886ba623bec667f18bbb282189b3d36ecd412209c,gorgeous,1,0,0,True,True,False,False,just,the,a,just,the,a,-5.722095489501953,-5.722095489501953,True
beam16,blogs,50b9d5391f73c1fe0c14b262ff5abeb64fa1e880491b3cdf9736900d8f29a7a3,them,1,1,1,True,True,False,False,them,me,him,them,me,him,-0.23904800415039062,-0.23904800415039062,True
beam64,blogs,50b9d5391f73c1fe0c14b262ff5abeb64fa1e880491b3cdf9736900d8f29a7a3,them,1,1,1,True,True,False,False,them,me,him,them,me,him,-0.23904800415039062,-0.23904800415039062,True
beam16,blogs,929846bf043468a80ab4f13004e997e29b18248e39cd61f60c2f2483e82ae9d9,pop,1,0,0,False,False,False,False,is,life,family,is,life,family,,,False
beam64,blogs,929846bf043468a80ab4f13004e997e29b18248e39cd61f60c2f2483e82ae9d9,pop,1,0,0,False,False,False,False,is,life,family,is,life,family,,,False
beam16,blogs,361aa83793b17e1cb64a7e78bebe2c9dde88d0751b7ef508242823501bf26cf1,is,1,2,2,True,True,False,False,in,is,was,in,is,was,-2.1214542388916016,-2.1214542388916016,True
beam64,blogs,361aa83793b17e1cb64a7e78bebe2c9dde88d0751b7ef508242823501bf26cf1,is,1,2,2,True,True,False,False,in,is,was,in,is,was,-2.1214542388916016,-2.1214542388916016,True
beam16,blogs,0ec1f7437566873287fb4ce2337545d15b04fc9859d7c9df732eaf3828b639ff,and,1,1,1,True,True,False,False,and,it,to,and,selfishness,it,-1.2484130859375,-1.2484130859375,True
beam64,blogs,0ec1f7437566873287fb4ce2337545d15b04fc9859d7c9df732eaf3828b639ff,and,1,1,1,True,True,False,False,and,it,to,and,selfishness,it,-1.2484130859375,-1.2484130859375,True
beam16,blogs,8a408670d1fffe106c3249c50114ed0ee76b8aba4d1cea1ba97bbef380613c9a,transformed,1,2,2,True,True,False,False,elevated,transformed,made,elevated,transformed,made,-1.9981117248535156,-1.9981117248535156,True
beam64,blogs,8a408670d1fffe106c3249c50114ed0ee76b8aba4d1cea1ba97bbef380613c9a,transformed,1,2,2,True,True,False,False,elevated,transformed,made,elevated,transformed,made,-1.9981117248535156,-1.9981117248535156,True
beam16,blogs,d3aa691ddc018a6d5fadf674929c511806af19a69aa261d8c173c0ea587b5c3f,she,1,1,1,True,True,False,False,she,and,out,she,and,out,-2.4652442932128906,-2.4652442932128906,True
beam64,blogs,d3aa691ddc018a6d5fadf674929c511806af19a69aa261d8c173c0ea587b5c3f,she,1,1,1,True,True,False,False,she,and,out,she,and,out,-2.4652442932128906,-2.4652442932128906,True
beam16,blogs,59d0f2409d827263bcda66b91fcabe32b1ef885a9550d6898df2a271a5ec034d,isn't,2,0,0,False,False,False,False,of,thing,day,of,thing,day,,,True
beam64,blogs,59d0f2409d827263bcda66b91fcabe32b1ef885a9550d6898df2a271a5ec034d,isn't,2,0,0,False,False,False,False,of,thing,day,of,thing,day,,,True
beam16,blogs,c49d87c5affe4e36ae34217c03e51abadf80293b674c00e50068902705ba16ca,checking,1,0,0,True,True,False,False,she,i,turning,she,i,turning,-6.9712371826171875,-6.9712371826171875,True
beam64,blogs,c49d87c5affe4e36ae34217c03e51abadf80293b674c00e50068902705ba16ca,checking,1,0,0,True,True,False,False,she,i,turning,she,i,turning,-6.9712371826171875,-6.9712371826171875,True
beam16,blogs,769d17e744efc9f359f472b33b7eb105cfeacd41c8a520c02c0c4aadd552c805,also,1,0,0,True,True,False,False,be,even,have,be,even,have,-4.741672515869141,-4.741672515869141,True
beam64,blogs,769d17e744efc9f359f472b33b7eb105cfeacd41c8a520c02c0c4aadd552c805,also,1,0,0,True,True,False,False,be,even,have,be,even,have,-4.741672515869141,-4.741672515869141,True
beam16,blogs,14fc8df07a8d53d992cd72761a6265695f6c1fdeced1febb4fa01fc775b2777e,to,1,1,1,True,True,False,False,to,and,minded,to,and,minded,-0.292449951171875,-0.292449951171875,True
beam64,blogs,14fc8df07a8d53d992cd72761a6265695f6c1fdeced1febb4fa01fc775b2777e,to,1,1,1,True,True,False,False,to,and,minded,to,and,minded,-0.292449951171875,-0.292449951171875,True
beam16,blogs,83a1203467cbe6489cac8a50d562ea477b423c9ebb81fd31272f9342e90ffc34,thoughts,1,0,0,True,True,False,False,strengths,talents,perspectives,strengths,talents,perspectives,-3.598367691040039,-3.598367691040039,True
beam64,blogs,83a1203467cbe6489cac8a50d562ea477b423c9ebb81fd31272f9342e90ffc34,thoughts,1,0,0,True,True,False,False,strengths,talents,perspectives,strengths,talents,perspectives,-3.598367691040039,-3.598367691040039,True
beam16,blogs,6d5ed27525ca9d74933058c30ac43026dc1e3f55835b8ebe864d70b14add954c,has,1,3,3,True,True,False,False,is,was,has,is,was,has,-2.8283023834228516,-2.8283023834228516,True
beam64,blogs,6d5ed27525ca9d74933058c30ac43026dc1e3f55835b8ebe864d70b14add954c,has,1,3,3,True,True,False,False,is,was,has,is,was,has,-2.8283023834228516,-2.8283023834228516,True
beam16,blogs,a84b2495026668563d2d2b80e26c295978500cb674de72c200fcd9aa5d99ab93,fine,1,0,0,True,True,False,False,lot,way,good,lot,way,good,-6.673097610473633,-6.673097610473633,True
beam64,blogs,a84b2495026668563d2d2b80e26c295978500cb674de72c200fcd9aa5d99ab93,fine,1,0,0,True,True,False,False,lot,way,good,lot,way,good,-6.673097610473633,-6.673097610473633,True
beam16,blogs,f388cd77a4ea5c2114bec4dec6f7757e3b4fbae9eb400d8097f0d77d02748e35,to,1,1,1,True,True,False,False,to,and,of,to,and,of,-1.1115989685058594,-1.1115989685058594,True
